"","ID","Starost","Spol","Zaposlitev","Nastanitev","Prihranki","Velikost kredita","Trajanje","Namen","Ocena"
"393","392","39","moški","3","drugo","malo","1656","36","avto","dober"
"394","393","31","ženska","2","lastno","malo"," 998"," 6","radio/TV","dober"
"395","394","31","moški","3","lastno","malo","1227"," 9","pohištvo/oprema","dober"
"396","395","32","moški","2","najem","srednje","5997","39","izobrazba","dober"
"397","396","55","ženska","3","drugo","malo","1314","12","pohištvo/oprema","dober"
"398","397","46","moški","2","lastno","malo","1197","36","pohištvo/oprema","dober"
"399","398","46","moški","2","najem","malo"," 623","12","avto","slab"
"400","399","43","ženska","1","lastno","veliko"," 773","24","radio/TV","dober"
"401","400","39","moški","2","lastno","malo"," 751","18","radio/TV","dober"
"402","401","28","moški","2","lastno",NA," 962","18","posel","dober"
"403","402","27","moški","2","lastno","malo","4410","24","posel","slab"
"404","403","27","moški","1","lastno","malo"," 409","14","avto","dober"
"405","404","43","moški","2","lastno",NA,"1478","18","avto","dober"
"406","405","22","moški","2","lastno","malo","1039","24","radio/TV","slab"
"407","406","43","moški","2","lastno",NA,"1120","24","avto","dober"
"408","407","27","moški","2","lastno","malo"," 537","15","radio/TV","dober"
"409","408","26","moški","3","lastno","zelo veliko","1649","24","radio/TV","dober"
"410","409","28","moški","2","lastno","zelo veliko"," 478","12","avto","slab"
"411","410","20","ženska","2","lastno","malo","1003","24","radio/TV","dober"
"412","411","35","moški","3","lastno","malo","3699","33","avto","dober"
"413","412","42","moški","3","lastno","malo","1168","12","posel","slab"
"414","413","40","moški","1","najem","zelo veliko"," 814","10","avto","dober"
"415","414","35","ženska","2","lastno",NA," 704","24","avto","slab"
"416","415","35","moški","2","lastno","malo","2979","36","avto","dober"
"417","416","33","moški","1","lastno","malo","1315","12","avto","slab"
"418","417","23","ženska","2","najem",NA,"4320","18","izobrazba","dober"
"419","418","31","ženska","3","lastno","zelo veliko","1418","21","avto","dober"
"420","419","33","ženska","2","lastno",NA," 531","18","avto","slab"
"421","420","20","ženska","2","najem","veliko","1624","15","avto","dober"
"422","421","30","moški","2","lastno",NA,"1034","12","avto","dober"
"423","422","47","moški","1","lastno","malo"," 488","12","avto","dober"
"424","423","34","moški","3","lastno","srednje"," 811","21","pohištvo/oprema","dober"
"425","424","25","ženska","2","lastno",NA,"1408","12","pohištvo/oprema","slab"
"426","425","21","moški","2","najem","malo","1417","18","avto","dober"
"427","426","29","moški","2","lastno","malo","1398","28","radio/TV","dober"
"428","427","46","moški","2","lastno","veliko"," 585","18","radio/TV","dober"
"429","428","20","moški","2","lastno","malo"," 669"," 9","pohištvo/oprema","dober"
"430","429","55","ženska","0","drugo","malo"," 606","18","popravila","slab"
"431","430","74","moški","1","lastno","malo","1758"," 5","posel","dober"
"432","431","29","moški","3","lastno","malo","5777","24","drugo","slab"
"433","432","36","moški","3","drugo","malo"," 954"," 6","pohištvo/oprema","dober"
"434","433","33","moški","2","lastno","malo","1049","24","popravila","dober"
"435","434","25","moški","2","lastno","malo","1089"," 9","pohištvo/oprema","dober"
"436","435","25","moški","2","lastno",NA," 756","12","radio/TV","slab"
"437","436","23","moški","1","najem","zelo veliko"," 336"," 6","popravila","dober"
"438","437","37","ženska","2","lastno","veliko"," 656","24","avto","dober"
"439","438","65","moški","0","lastno","malo","1730","42","popravila","dober"
"440","439","26","ženska","0","lastno","malo"," 310","12","posel","slab"
"441","440","39","moški","3","lastno","malo"," 960","12","avto","dober"
"442","441","30","ženska","2","lastno","malo"," 826","12","pohištvo/oprema","dober"
"443","442","29","moški","2","lastno","malo","1340","20","drugo","dober"
"444","443","41","moški","1","lastno","malo"," 366","12","izobrazba","slab"
"445","444","30","ženska","3","lastno","malo","2598","48","pohištvo/oprema","slab"
"446","445","41","ženska","1","najem",NA," 634"," 9","izobrazba","dober"
"447","446","34","ženska","2","lastno","malo"," 939","36","avto","slab"
"448","447","35","moški","2","lastno","malo","1313"," 7","radio/TV","dober"
"449","448","55","ženska","3","lastno",NA," 726","12","pohištvo/oprema","dober"
"450","449","61","moški","2","lastno","veliko"," 771","15","popravila","slab"
"451","450","30","moški","3","lastno",NA,"5637","36","avto","dober"
"452","451","29","ženska","2","lastno","malo"," 264"," 6","radio/TV","dober"
"453","452","34","moški","2","lastno","malo","1407","12","pohištvo/oprema","dober"
"454","453","35","moški","3","lastno","malo","1361","24","avto","dober"
"455","454","31","moški","2","lastno","malo","2456","24","avto","slab"
"456","455","29","ženska","3","lastno","malo","1366","24","avto","dober"
"457","456","36","moški","2","najem","malo","1991","11","avto","dober"
"458","457","35","moški","2","drugo","malo","1726","12","avto","slab"
"459","458","27","ženska","2","lastno","malo"," 174"," 6","gospodinjski aparati","dober"
"460","459","32","moški","2","lastno","malo","2342","18","radio/TV","dober"
"461","460","37","moški","2","lastno","malo","1846","36","pohištvo/oprema","dober"
"462","461","36","moški","2","lastno","malo"," 877","15","avto","dober"
"463","462","34","ženska","3","najem","malo","1538","12","pohištvo/oprema","dober"
"464","463","38","moški","2","lastno",NA," 384","12","izobrazba","dober"
"465","464","34","moški","2","lastno","malo"," 994","18","posel","dober"
"466","465","63","moški","2","lastno","malo","1491","24","avto","dober"
"467","466","29","ženska","1","najem","malo"," 846","24","radio/TV","slab"
"468","467","32","moški","2","lastno",NA,"3691","48","radio/TV","dober"
"469","468","26","ženska","2","lastno","malo","1409","33","posel","dober"
"470","469","35","moški","1","lastno","malo","2386","24","avto","dober"
"471","470","22","moški","2","najem","srednje","1576","24","radio/TV","slab"
"472","471","23","ženska","2","lastno","malo"," 228"," 6","izobrazba","slab"
"473","472","28","moški","1","lastno","malo"," 333"," 9","avto","slab"
"474","473","36","moški","3","lastno",NA," 631"," 6","izobrazba","dober"
"475","474","33","moški","2","lastno","malo"," 634","18","radio/TV","slab"
"476","475","26","ženska","2","najem","malo","1588","18","pohištvo/oprema","slab"
"477","476","24","moški","2","lastno","zelo veliko","1310","39","avto","dober"
"478","477","25","moški","2","lastno","malo","2627","24","radio/TV","dober"
"479","478","39","moški","1","lastno","srednje"," 528","12","posel","dober"
"480","479","44","moški","2","lastno","malo"," 753","15","pohištvo/oprema","dober"
"481","480","23","ženska","1","lastno","malo","1822","12","radio/TV","dober"
"482","481","26","moški","2","lastno","malo"," 612","24","avto","dober"
"483","482","57","ženska","2","najem","veliko","1847","30","pohištvo/oprema","dober"
"484","483","30","ženska","2","lastno","veliko"," 489","15","pohištvo/oprema","dober"
"485","484","44","moški","2","lastno","zelo veliko"," 593","12","avto","dober"
"486","485","47","moški","3","lastno","malo"," 616"," 6","avto","slab"
"487","486","52","moški","2","lastno","malo","1569","12","radio/TV","dober"
"488","487","62","ženska","2","drugo","malo","1916","24","avto","dober"
"489","488","35","moški","1","najem","srednje"," 723","10","avto","dober"
"490","489","26","moški","2","najem","malo","1794"," 6","avto","dober"
"491","490","26","moški","2","lastno","malo"," 986","12","radio/TV","dober"
"492","491","42","ženska","3","drugo","malo","4242","27","posel","slab"
"493","492","27","ženska","2","lastno","srednje"," 630"," 6","radio/TV","dober"
"494","493","38","moški","2","lastno",NA," 187"," 6","radio/TV","dober"
"495","494","39","moški","1","najem","malo","1082","12","avto","dober"
"496","495","20","moški","2","lastno",NA,"1527","24","pohištvo/oprema","slab"
"497","496","29","moški","3","najem","srednje","4607","36","pohištvo/oprema","slab"
"498","497","40","moški","2","lastno","malo"," 808","24","pohištvo/oprema","dober"
"499","498","32","moški","1","lastno","malo"," 663","18","radio/TV","dober"
"500","499","28","moški","2","lastno","srednje"," 674"," 6","avto","dober"
"501","500","27","ženska","2","lastno","malo","1592","24","avto","slab"
"502","501","42","moški","2","drugo","malo","2801","36","avto","dober"
"503","502","49","moški","2","lastno","srednje"," 574"," 9","radio/TV","dober"
"504","503","38","moški","2","lastno","srednje"," 620","24","radio/TV","slab"
"505","504","24","ženska","2","najem","malo"," 615","24","avto","slab"
"506","505","27","moški","1","lastno",NA," 667","10","avto","slab"
"507","506","36","moški","2","lastno","zelo veliko","1203","15","avto","dober"
"508","507","34","moški","3","lastno","srednje","3493","15","avto","slab"
"509","508","28","moški","2","lastno","malo"," 720","24","radio/TV","dober"
"510","509","45","moški","3","lastno","srednje","4379","39","avto","dober"
"511","510","26","moški","2","lastno","malo"," 387","12","avto","slab"
"512","511","32","moški","3","drugo","malo","2389","36","avto","dober"
"513","512","26","moški","2","najem","malo","1370","15","posel","dober"
"514","513","20","moški","2","najem","malo"," 298","12","radio/TV","dober"
"515","514","54","moški","2","lastno",NA,"1150","24","avto","dober"
"516","515","37","ženska","2","lastno","malo"," 310"," 6","avto","dober"
"517","516","40","moški","1","lastno","malo"," 694"," 6","avto","dober"
"518","517","23","ženska","2","najem","malo","3634","36","pohištvo/oprema","slab"
"519","518","43","moški","2","lastno","srednje"," 613"," 6","avto","dober"
"520","519","36","moški","2","drugo",NA," 357"," 6","radio/TV","dober"
"521","520","44","moški","2","drugo","malo","2808","24","popravila","dober"
"522","521","24","ženska","2","lastno","malo","1626","18","radio/TV","slab"
"523","522","53","moški","2","drugo","malo","3630","48","pohištvo/oprema","slab"
"524","523","23","ženska","2","lastno","srednje","1778","24","avto","dober"
"525","524","26","ženska","1","lastno","malo"," 567","18","radio/TV","dober"
"526","525","30","moški","2","lastno","malo","4062","26","avto","dober"
"527","526","31","ženska","2","lastno","srednje"," 781","15","izobrazba","dober"
"528","527","42","moški","1","lastno","malo"," 766"," 4","radio/TV","dober"
"529","528","31","moški","2","najem","malo","1174","36","radio/TV","slab"
"530","529","41","moški","1","lastno","malo"," 337"," 6","avto","dober"
"531","530","32","moški","2","lastno","malo","1159","36","izobrazba","dober"
"532","531","28","ženska","2","najem","srednje","1341","15","avto","slab"
"533","532","41","moški","2","najem","malo"," 766","12","avto","dober"
"534","533","26","moški","2","lastno","srednje"," 668","24","radio/TV","dober"
"535","534","25","moški","2","lastno",NA,"1583","24","radio/TV","dober"
"536","535","33","moški","2","najem","malo","1182","21","izobrazba","slab"
"537","536","75","ženska","3","lastno",NA," 700"," 6","avto","dober"
"538","537","37","ženska","2","lastno","malo","1842","18","pohištvo/oprema","dober"
"539","538","42","moški","3","drugo","malo","3959","48","avto","slab"
"540","539","45","ženska","1","lastno","malo","1554","18","pohištvo/oprema","dober"
"541","540","23","moški","2","najem","malo"," 782","12","radio/TV","slab"
"542","541","60","moški","2","drugo","malo","1036","24","avto","dober"
"543","542","31","moški","2","lastno",NA,"3238","30","pohištvo/oprema","slab"
"544","543","34","moški","1","lastno","malo","1460","18","pohištvo/oprema","slab"
"545","544","61","moški","1","lastno","malo"," 640","12","avto","dober"
"546","545","43","moški","2","drugo","malo"," 679","24","avto","slab"
"547","546","37","ženska","2","lastno","malo","1031","24","avto","dober"
"548","547","32","moški","2","lastno","malo"," 791","24","radio/TV","dober"
"549","548","24","ženska","1","lastno","malo"," 319","12","radio/TV","slab"
"550","549","35","moški","2","drugo",NA,"4517","48","avto","dober"
"551","550","23","ženska","2","lastno",NA," 507","12","popravila","dober"
"552","551","45","moški","1","lastno","zelo veliko"," 892"," 6","radio/TV","dober"
"553","552","34","moški","2","lastno","malo","3569","48","radio/TV","slab"
"554","553","27","moški","2","lastno","srednje","1017","12","avto","dober"
"555","554","67","ženska","3","lastno","malo"," 611"," 9","izobrazba","dober"
"556","555","22","moški","2","lastno","malo"," 678","12","radio/TV","slab"
"557","556","28","ženska","2","lastno","srednje","1161","18","avto","slab"
"558","557","29","ženska","2","lastno",NA,"2551","21","avto","slab"
"559","558","27","moški","2","lastno","malo","1811","24","pohištvo/oprema","slab"
"560","559","31","moški","1","lastno","malo"," 983","18","pohištvo/oprema","slab"
"561","560","49","moški","2","drugo",NA,"1511","24","avto","dober"
"562","561","24","moški","1","najem","malo"," 788","24","radio/TV","slab"
"563","562","29","ženska","2","lastno","malo"," 348"," 6","radio/TV","dober"
"564","563","37","moški","2","drugo",NA,"6318","36","avto","slab"
"565","564","37","moški","3","lastno",NA,"2403","24","posel","dober"
"566","565","23","ženska","2","najem","srednje"," 792","24","radio/TV","dober"
"567","566","36","moški","2","lastno","malo"," 699","12","avto","slab"
"568","567","34","moški","2","lastno","veliko","1314","24","radio/TV","dober"
"569","568","41","moški","2","lastno",NA,"2029","48","radio/TV","dober"
"570","569","31","ženska","2","lastno","malo","3446","48","radio/TV","slab"
"571","570","23","ženska","1","najem","malo","1649","24","pohištvo/oprema","slab"
"572","571","38","moški","2","lastno","malo","3036","30","radio/TV","dober"
"573","572","26","ženska","3","najem",NA,"2770","24","avto","dober"
"574","573","22","ženska","1","lastno","malo"," 411","15","posel","dober"
"575","574","27","moški","1","lastno","malo"," 551"," 9","radio/TV","dober"
"576","575","24","ženska","2","lastno","malo","1421","15","pohištvo/oprema","dober"
"577","576","27","ženska","2","lastno","malo","1494","12","radio/TV","dober"
"578","577","33","ženska","2","lastno",NA," 982","24","izobrazba","dober"
"579","578","27","moški","2","lastno","malo","1438","36","avto","slab"
"580","579","27","moški","1","lastno","malo"," 477","24","izobrazba","dober"
"581","580","30","moški","2","lastno","malo"," 538","18","avto","slab"
"582","581","49","moški","1","lastno","malo","1593","12","avto","dober"
"583","582","26","ženska","2","najem","malo"," 707"," 9","pohištvo/oprema","dober"
"584","583","33","moški","1","najem","malo","1215","36","popravila","slab"
"585","584","52","ženska","3","drugo",NA,"1087","12","avto","dober"
"586","585","20","ženska","2","najem","malo","1039","18","pohištvo/oprema","slab"
"587","586","36","moški","2","najem","malo","1427"," 9","avto","dober"
"588","587","21","moški","1","lastno","malo"," 657","12","pohištvo/oprema","dober"
"589","588","47","moški","1","lastno","malo"," 620","18","gospodinjski aparati","slab"
"590","589","60","moški","2","lastno","malo","1145","12","pohištvo/oprema","slab"
"591","590","58","ženska","1","lastno","malo"," 196","12","radio/TV","dober"
"592","591","42","ženska","2","najem",NA,"1002","24","avto","dober"
"593","592","36","ženska","1","lastno","veliko"," 801","21","posel","dober"
"594","593","20","ženska","1","najem","malo","1386","24","avto","slab"
"595","594","40","moški","3","lastno",NA," 692","24","drugo","slab"
"596","595","32","ženska","1","lastno","srednje"," 474"," 6","avto","slab"
"597","596","23","ženska","2","najem","malo"," 735","24","avto","slab"
"598","597","36","moški","1","lastno","malo","2162","24","posel","slab"
"599","598","31","moški","2","lastno","malo","1415","18","avto","slab"
"600","599","32","moški","2","drugo","malo","1970","24","posel","dober"
"601","600","45","ženska","2","lastno","malo","1187"," 7","radio/TV","dober"
"602","601","30","ženska","2","lastno","malo"," 468"," 9","pohištvo/oprema","slab"
"603","602","34","ženska","1","drugo","malo"," 936","24","izobrazba","slab"
"604","603","28","ženska","3","lastno","malo","1707","36","pohištvo/oprema","slab"
"605","604","23","ženska","2","lastno","malo"," 650","10","pohištvo/oprema","dober"
"606","605","22","moški","2","lastno","zelo veliko","1442","24","pohištvo/oprema","dober"
"607","606","74","moški","3","lastno","malo","2308","24","posel","dober"
"608","607","50","ženska","2","drugo","srednje","1362","36","radio/TV","slab"
"609","608","33","moški","2","lastno","malo","1046","18","radio/TV","dober"
"610","609","45","moški","2","drugo",NA," 663","15","avto","dober"
"611","610","22","ženska","2","lastno","srednje"," 377","12","gospodinjski aparati","slab"
"612","611","48","ženska","1","drugo","srednje"," 632","10","avto","slab"
"613","612","29","ženska","2","lastno","veliko","1712","21","radio/TV","dober"
"614","613","22","ženska","2","najem","malo","1852","24","avto","dober"
"615","614","22","ženska","2","lastno","malo"," 922","18","pohištvo/oprema","slab"
"616","615","48","moški","3","lastno",NA,"6224","48","posel","dober"
"617","616","27","moški","3","drugo",NA,"4670","60","radio/TV","dober"
"618","617","37","moški","2","najem","malo","1874"," 6","avto","dober"
"619","618","21","ženska","2","najem","srednje","1754","30","pohištvo/oprema","slab"
"620","619","49","moški","1","lastno","malo"," 326","12","avto","dober"
"621","620","27","moški","2","lastno","malo","1862","21","posel","dober"
"622","621","32","moški","2","lastno","malo"," 780","18","avto","slab"
"623","622","38","moški","2","lastno",NA,"1996","48","posel","slab"
"624","623","22","ženska","2","najem","malo"," 947","12","pohištvo/oprema","dober"
"625","624","65","moški","2","drugo","malo","1326","18","radio/TV","slab"
"626","625","35","moški","2","lastno",NA,"1009","15","radio/TV","dober"
"627","626","41","moški","2","lastno","malo","1079"," 6","pohištvo/oprema","dober"
"628","627","29","moški","2","lastno","srednje"," 732"," 9","avto","slab"
"629","628","36","moški","2","lastno","zelo veliko","2061","42","pohištvo/oprema","dober"
"630","629","64","moški","1","lastno",NA,"1954"," 9","izobrazba","dober"
"631","630","28","ženska","2","lastno","malo","1866","24","radio/TV","dober"
"632","631","44","moški","2","lastno","malo"," 792","18","pohištvo/oprema","slab"
"633","632","23","moški","2","lastno",NA," 736","15","radio/TV","dober"
"634","633","19","ženska","2","najem","malo","1009"," 9","pohištvo/oprema","slab"
"635","634","25","ženska","1","lastno","malo"," 691","24","avto","slab"
"636","635","47","moški","2","lastno","malo"," 710","12","izobrazba","dober"
"637","636","28","ženska","2","lastno","zelo veliko"," 701","24","radio/TV","dober"
"638","637","21","moški","2","lastno","malo","7983","60","radio/TV","dober"
"639","638","34","ženska","2","lastno","malo"," 761","12","radio/TV","dober"
"640","639","26","moški","2","lastno","malo","2228","42","radio/TV","slab"
"641","640","27","ženska","0","lastno","malo"," 382","18","izobrazba","slab"
"642","641","38","moški","1","lastno","malo"," 667","15","popravila","dober"
"643","642","40","moški","3","lastno","srednje","2357","15","izobrazba","slab"
"644","643","33","moški","2","lastno","malo"," 944","24","radio/TV","dober"
"645","644","32","moški","3","lastno","malo"," 958","18","radio/TV","dober"
"646","645","27","moški","2","najem",NA,"4069","36","posel","slab"
"647","646","32","moški","2","lastno","malo","2337","30","pohištvo/oprema","dober"
"648","647","26","ženska","2","lastno","zelo veliko"," 706","12","avto","slab"
"649","648","38","moški","2","drugo","malo"," 482","24","avto","slab"
"650","649","40","moški","1","najem","malo"," 348","12","izobrazba","slab"
"651","650","50","moški","3","drugo","malo","3812","48","izobrazba","dober"
"652","651","37","moški","1","lastno","malo"," 980","12","pohištvo/oprema","slab"
"653","652","45","moški","2","lastno","malo","1174","24","avto","slab"
"654","653","42","moški","3","lastno","srednje","4123","36","avto","slab"
"655","654","35","moški","2","lastno","malo","1196","24","avto","dober"
"656","655","22","moški","2","drugo","malo","2026","14","avto","dober"
"657","656","41","moški","1","lastno","malo"," 452","12","avto","slab"
"658","657","37","moški","2","lastno",NA,"5213","48","radio/TV","dober"
"659","658","28","ženska","2","lastno","malo","2152","30","posel","dober"
"660","659","41","moški","2","lastno","malo","3244","18","pohištvo/oprema","dober"
"661","660","23","moški","2","najem","malo"," 661","12","radio/TV","dober"
"662","661","23","moški","2","lastno",NA," 459","12","avto","slab"
"663","662","50","moški","2","lastno","malo","1142","21","pohištvo/oprema","dober"
"664","663","35","moški","3","lastno","malo"," 535"," 6","pohištvo/oprema","dober"
"665","664","50","ženska","1","lastno","malo"," 533"," 6","izobrazba","dober"
"666","665","27","moški","3","lastno","malo","3220","24","drugo","dober"
"667","666","34","moški","2","lastno","veliko","1782","30","pohištvo/oprema","dober"
"668","667","27","ženska","2","lastno","malo","1840","48","posel","dober"
"669","668","43","moški","2","najem","malo","2469","12","avto","slab"
"670","669","47","moški","2","lastno","malo","1538","30","radio/TV","dober"
"671","670","27","moški","1","lastno","srednje","2110","24","posel","dober"
"672","671","31","moški","2","lastno","srednje","2928","36","posel","dober"
"673","672","42","moški","3","lastno","malo","5286","60","avto","dober"
"674","673","24","moški","2","lastno","zelo veliko","1060"," 6","avto","dober"
"675","674","41","moški","1","lastno","zelo veliko","1315","21","posel","slab"
"676","675","26","ženska","3","najem","malo","2310","30","radio/TV","dober"
"677","676","33","moški","2","lastno","malo","2626","24","pohištvo/oprema","dober"
"678","677","24","moški","2","lastno","srednje","2853","72","radio/TV","slab"
"679","678","64","moški","1","najem","malo","1215","24","radio/TV","dober"
"680","679","26","ženska","2","lastno","malo"," 741","18","radio/TV","dober"
"681","680","56","ženska","2","lastno","malo"," 784"," 6","izobrazba","dober"
"682","681","37","moški","2","drugo",NA,"1162","12","radio/TV","dober"
"683","682","33","moški","2","lastno","malo"," 753","15","radio/TV","dober"
"684","683","47","moški","2","drugo","malo","2602","24","radio/TV","dober"
"685","684","31","moški","1","lastno","srednje","5027","36","posel","dober"
"686","685","34","moški","2","drugo",NA,"3328","60","avto","dober"
"687","686","27","moški","2","lastno",NA," 686","10","radio/TV","dober"
"688","687","30","moški","2","drugo","srednje","1459","36","avto","dober"
"689","688","35","moški","2","lastno","srednje","1404"," 9","radio/TV","dober"
"690","689","31","moški","2","lastno","veliko","1862","12","avto","dober"
"691","690","25","moški","2","lastno","malo"," 497","15","pohištvo/oprema","dober"
"692","691","25","ženska","1","lastno","srednje","1341","15","popravila","dober"
"693","692","29","moški","2","lastno","srednje","1476","24","radio/TV","dober"
"694","693","44","moški","1","lastno",NA,"2405"," 6","avto","dober"
"695","694","28","moški","2","lastno","malo","1164","24","radio/TV","dober"
"696","695","50","moški","2","najem","zelo veliko"," 630"," 6","avto","dober"
"697","696","29","moški","2","lastno","malo"," 562","12","radio/TV","dober"
"698","697","38","ženska","0","lastno","malo"," 472","12","avto","dober"
"699","698","24","moški","2","lastno","malo"," 918","18","radio/TV","dober"
"700","699","40","moški","3","najem","malo"," 971","15","izobrazba","dober"
"701","700","29","ženska","1","najem","zelo veliko"," 572","12","pohištvo/oprema","slab"
"702","701","46","moški","2","drugo","malo","3228","48","avto","slab"
"703","702","47","ženska","2","drugo","srednje"," 702","24","radio/TV","dober"
"704","703","41","moški","2","lastno","srednje","1276","30","posel","dober"
"705","704","32","ženska","2","lastno","malo","1289","27","posel","dober"
"706","705","35","ženska","2","drugo","zelo veliko","2715","15","avto","dober"
"707","706","24","moški","2","lastno","srednje","3345","48","avto","slab"
"708","707","25","ženska","2","najem","malo","1514","12","pohištvo/oprema","slab"
"709","708","25","ženska","2","lastno","malo"," 615"," 9","radio/TV","dober"
"710","709","37","moški","1","lastno","malo","1080"," 9","radio/TV","dober"
"711","710","32","moški","3","lastno","zelo veliko"," 320","18","radio/TV","dober"
"712","711","35","ženska","2","drugo","malo"," 610"," 6","izobrazba","slab"
"713","712","46","moški","3","lastno",NA,"1262","21","avto","dober"
"714","713","25","moški","1","lastno","malo"," 580"," 9","radio/TV","dober"
"715","714","27","moški","3","lastno","malo","7153","60","avto","slab"
"716","715","63","moški","2","lastno",NA,"3873","30","avto","dober"
"717","716","40","moški","2","lastno",NA,"1569","30","radio/TV","dober"
"718","717","32","moški","3","drugo","malo"," 767","18","radio/TV","dober"
"719","718","31","moški","2","lastno",NA,"1605","24","radio/TV","dober"
"720","719","31","moški","2","lastno","srednje","3135","20","avto","dober"
"721","720","34","moški","3","lastno","malo"," 681"," 9","radio/TV","slab"
"722","721","24","ženska","2","najem","veliko"," 220"," 6","izobrazba","slab"
"723","722","24","ženska","1","lastno","malo"," 626","12","avto","slab"
"724","723","66","ženska","1","lastno","zelo veliko"," 402"," 9","radio/TV","dober"
"725","724","21","ženska","2","najem","malo","1310","27","avto","slab"
"726","725","41","ženska","1","lastno","veliko"," 127"," 6","avto","dober"
"727","726","47","moški","1","lastno","zelo veliko"," 671","15","radio/TV","dober"
"728","727","25","ženska","2","najem","malo"," 959","18","radio/TV","slab"
"729","728","59","ženska","2","najem","malo","3272","48","posel","slab"
"730","729","36","moški","2","lastno","veliko"," 650","24","posel","dober"
"731","730","33","moški","2","lastno","malo","3265","24","radio/TV","dober"
"732","731","21","moški","1","najem","malo","1013","24","radio/TV","slab"
"733","732","44","ženska","1","lastno","malo"," 387"," 8","radio/TV","dober"
"734","733","28","ženska","2","najem","veliko","1327","24","avto","dober"
"735","734","37","ženska","2","lastno","malo","1723"," 4","avto","dober"
"736","735","29","ženska","0","lastno",NA,"2034","36","gospodinjski aparati","dober"
"737","736","23","ženska","3","najem","malo","5895","24","avto","slab"
"738","737","35","moški","1","lastno","srednje","2233","18","avto","dober"
"739","738","45","moški","3","lastno","malo","3448"," 6","avto","dober"
"740","739","26","ženska","1","najem","srednje","2182","30","posel","slab"
"741","740","32","moški","2","lastno","srednje","1185","24","avto","dober"
"742","741","23","moški","1","lastno","malo"," 534","10","radio/TV","dober"
"743","742","41","moški","2","lastno",NA,"1611","21","radio/TV","dober"
"744","743","22","moški","2","lastno","zelo veliko","1266","24","pohištvo/oprema","dober"
"745","744","30","moški","3","lastno",NA,"7231","39","pohištvo/oprema","dober"
"746","745","28","moški","1","lastno","malo"," 916","13","posel","dober"
"747","746","23","ženska","2","najem","malo","1280","15","avto","dober"
"748","747","37","ženska","1","lastno","malo"," 649","12","avto","slab"
"749","748","26","moški","2","lastno",NA,"2676","21","avto","dober"
"750","749","33","moški","2","lastno","malo","1544","15","avto","dober"
"751","750","49","ženska","2","lastno","malo"," 218"," 6","pohištvo/oprema","dober"
"752","751","23","ženska","1","lastno","malo"," 497","18","avto","slab"
"753","752","23","ženska","1","najem","srednje"," 428","12","posel","dober"
"754","753","25","ženska","2","lastno","malo","2943","30","radio/TV","dober"
"755","754","55","moški","2","drugo","veliko"," 793","12","popravila","slab"
"756","755","32","ženska","2","najem",NA," 655","24","avto","slab"
"757","756","74","moški","0","lastno","malo"," 662"," 6","avto","dober"
"758","757","39","moški","2","drugo",NA," 648","15","radio/TV","slab"
"759","758","31","moški","2","lastno","malo"," 710","24","avto","dober"
"760","759","35","moški","2","lastno","malo"," 352","12","avto","slab"
"761","760","59","ženska","2","lastno",NA,"2572","15","avto","dober"
"762","761","24","ženska","2","najem","malo","1083","18","pohištvo/oprema","slab"
"763","762","24","moški","1","lastno","malo","1129","12","radio/TV","dober"
"764","763","30","moški","3","drugo",NA,"6466","21","avto","slab"
"765","764","27","moški","2","lastno","srednje","1256","24","avto","dober"
"766","765","40","moški","1","lastno","malo"," 589","12","radio/TV","dober"
"767","766","31","moški","1","lastno","malo","1585","30","pohištvo/oprema","slab"
"768","767","31","ženska","2","najem",NA,"1479","10","avto","dober"
"769","768","28","moški","2","najem","malo","1844","12","pohištvo/oprema","dober"
"770","769","63","moški","1","lastno","malo"," 844","12","radio/TV","dober"
"771","770","26","ženska","2","najem",NA,"1434","24","avto","dober"
"772","771","25","ženska","3","lastno","malo","4113","36","izobrazba","slab"
"773","772","36","moški","3","lastno","malo","1670","21","avto","dober"
"774","773","52","moški","2","lastno","srednje","1133","24","radio/TV","dober"
"775","774","66","moški","0","drugo","zelo veliko"," 754","12","avto","dober"
"776","775","25","ženska","2","najem",NA," 699","24","avto","slab"
"777","776","37","moški","2","lastno","malo","1802","36","avto","dober"
"778","777","25","ženska","2","lastno","malo","1789","18","radio/TV","dober"
"779","778","38","moški","3","lastno","veliko","2912","36","avto","dober"
"780","779","67","ženska","2","lastno","malo","1974","18","popravila","dober"
"781","780","25","moški","2","lastno","malo","2515","39","radio/TV","slab"
"782","781","60","moški","2","lastno","veliko"," 989","24","avto","dober"
"783","782","31","moški","1","lastno","malo"," 719","12","izobrazba","dober"
"784","783","23","ženska","1","lastno","srednje"," 426","12","avto","slab"
"785","784","60","moški","3","lastno",NA,"3298","20","avto","dober"
"786","785","35","moški","1","lastno","veliko"," 989","18","posel","dober"
"787","786","40","moški","2","lastno","zelo veliko","1364","22","radio/TV","dober"
"788","787","38","moški","2","lastno",NA,"1403","48","avto","dober"
"789","788","50","moški","2","drugo","malo","3174","48","izobrazba","slab"
"790","789","27","moški","2","lastno","malo","3058","40","izobrazba","slab"
"791","790","39","ženska","2","lastno","malo"," 605","21","posel","slab"
"792","791","41","moški","3","lastno",NA,"3219","24","avto","dober"
"793","792","27","moški","2","lastno",NA," 622"," 6","pohištvo/oprema","dober"
"794","793","51","moški","2","drugo","malo","1474","24","pohištvo/oprema","dober"
